crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	5.354358	1706	1780532736.000000
281474976710655.000000	5.219858	1707	1781602304.000000
281474976710655.000000	5.222329	1708	1782607872.000000
281474976710655.000000	5.270446	1709	1783678592.000000
281474976710655.000000	5.329538	1710	1784684032.000000
281474976710655.000000	5.212814	1711	1785754112.000000
281474976710655.000000	5.327005	1712	1786759552.000000
281474976710655.000000	5.231200	1713	1787830016.000000
281474976710655.000000	5.391604	1714	1788835200.000000
281474976710655.000000	5.203424	1715	1789905792.000000
281474976710655.000000	5.446590	1716	1790910976.000000
281474976710655.000000	5.283983	1717	1791981696.000000
281474976710655.000000	5.435882	1718	1792986624.000000
281474976710655.000000	5.156943	1719	1794056960.000000
281474976710655.000000	5.362776	1720	1795062400.000000
281474976710655.000000	5.308829	1721	1796133120.000000
281474976710655.000000	5.327037	1722	1797138176.000000
281474976710655.000000	5.240844	1723	1798208640.000000
281474976710655.000000	5.523251	1724	1799213952.000000
281474976710655.000000	5.326662	1725	1800284416.000000
281474976710655.000000	5.317758	1726	1801289856.000000
281474976710655.000000	5.328262	1727	1802360064.000000
281474976710655.000000	5.425680	1728	1803365632.000000
281474976710655.000000	5.317639	1729	1804435712.000000
281474976710655.000000	5.263020	1730	1805441536.000000
281474976710655.000000	5.166367	1731	1806511360.000000
281474976710655.000000	5.592386	1732	1807517184.000000
281474976710655.000000	5.306313	1733	1808587008.000000
281474976710655.000000	5.432976	1734	1809593472.000000
281474976710655.000000	5.379183	1735	1810662528.000000
281474976710655.000000	5.388649	1736	1811669120.000000
281474976710655.000000	5.202012	1737	1812738176.000000
281474976710655.000000	5.341373	1738	1813745280.000000
281474976710655.000000	5.284550	1739	1814813568.000000
281474976710655.000000	5.410153	1740	1815820928.000000
281474976710655.000000	5.411360	1741	1816889344.000000
281474976710655.000000	5.341719	1742	1817896704.000000
281474976710655.000000	5.447577	1743	1818965120.000000
281474976710655.000000	5.298189	1744	1819972864.000000
281474976710655.000000	5.226001	1745	1821040512.000000
281474976710655.000000	5.424164	1746	1822048512.000000
281474976710655.000000	5.432541	1747	1823116288.000000
281474976710655.000000	5.416110	1748	1824124032.000000
281474976710655.000000	5.201475	1749	1825191808.000000
281474976710655.000000	5.674797	1750	1826199680.000000
281474976710655.000000	5.540457	1751	1827267712.000000
281474976710655.000000	5.437631	1752	1828275456.000000
281474976710655.000000	5.228435	1753	1829343616.000000
281474976710655.000000	5.308081	1754	1830350976.000000
281474976710655.000000	5.502708	1755	1831419392.000000
281474976710655.000000	5.396673	1756	1832426496.000000
281474976710655.000000	5.211182	1757	1833495168.000000
281474976710655.000000	5.379705	1758	1834502656.000000
281474976710655.000000	5.595915	1759	1835570688.000000
281474976710655.000000	5.322354	1760	1836577792.000000
281474976710655.000000	5.251198	1761	1837646848.000000
281474976710655.000000	5.393163	1762	1838653184.000000
281474976710655.000000	5.505428	1763	1839722496.000000
281474976710655.000000	5.430994	1764	1840728576.000000
281474976710655.000000	5.215196	1765	1841798656.000000
281474976710655.000000	5.531141	1766	1842804736.000000
281474976710655.000000	5.388744	1767	1843874048.000000
